command,mean,stddev,median,user,system,min,max
./main_noboundschecks_O2 1337 1000 4000 false,0.12134961897799995,0.0005761861463005684,0.1212040823,0.11829050599999996,0.0029745142399999996,0.1204029253,0.12576028130000003
./main_withboundschecks_O2 1337 1000 4000 false,0.1428092133180001,0.0006313964051216065,0.1427073753,0.13967635199999998,0.0030374023999999986,0.14136423330000003,0.14792953330000003
./main_noboundschecks_O3 1337 1000 4000 false,0.1294176537300001,0.0005370127049275505,0.12931441130000004,0.126190744,0.0031367306400000004,0.12829746230000003,0.13199684930000002
./main_withboundschecks_O3 1337 1000 4000 false,0.12764310606800003,0.0005744397782676705,0.12753399680000002,0.12430158800000006,0.0032511902399999996,0.12641791230000002,0.1300459163
